year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.1,261,26,Europe and Central Asia,C054,6.4,9.7,8.674317921,32778000,18.23818836,253.4719258,80.479,12.2,1309.4,0.0344,0.396,1.332,195.1,84,53.63758214,17.7,87.42174641,3.39
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.064,251,16,Europe and Central Asia,C054,6,9.2,9.079877845,31888000,18.6066155,255.4747034,80.757,11.9,1068.3,0.0365,0.437,0.838,176.2,77,53.63758214,17.9,87.56460355,3.33
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.081,508,41,Europe and Central Asia,C054,6.1,9.3,10.10555099,31072000,18.96519933,257.4144174,81.031,12,1195.2,0.0297,0.386,0.948,186.8,77,53.63758214,18,88.56460355,3.26
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.065,493,32,Europe and Central Asia,C054,4.8,8.2,9.991804397,30398000,19.11805046,259.4401893,81.302,12.6,1375.9,0.0217,0.267,0.05,209,76,53.63758214,18.4,90.13603212,2.93
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.056,540,30,Europe and Central Asia,C054,6.3,9.6,9.984782843,31886000,19.11201905,261.4756748,81.57,13.1,1160.6,0.0277,0.331,0.851,181.7,78,53.63758214,18.7,90.85031784,2.88
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.063,603,38,Europe and Central Asia,C054,5.7,8.9,10.01163495,32221000,19.36975501,263.3001901,81.837,11.3,1399,0.0404,0.395,0.576,206.8,74,53.63758214,19.6,91.42174641,2.81
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.052,671,35,Europe and Central Asia,C054,5.7,8.9,9.936050081,33567000,19.58434683,265.0695366,82.102,12.6,1317.8,0.0248,0.357,0.364,200.3,76,53.63758214,19.3,91.70746069,2.76
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.063,590,37,Europe and Central Asia,C054,6.7,9.9,9.935806686,35337000,19.54077915,267.0288844,82.365,12.3,1196.4,0.0322,0.449,1.718,187.8,78,53.63758214,21.1,91.85031784,2.73
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.024,499,12,Europe and Central Asia,C054,5.9,9.2,9.866622006,36792000,19.6044745,269.1531393,82.626,10.6,1208,0.034,0.375,0.614,197,81,53.63758214,20.5,91.85031784,2.61
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.051,2108,108,Europe and Central Asia,C054,6.1,9.4,9.813342308,39129000,19.12020704,271.2007316,82.886,10.8,1144.8,0.025,0.379,1.161,178.4,81,53.63758214,20,91.27888926,2.57
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.057,2804,160,Europe and Central Asia,C054,6.4,9.6,9.675228559,41080000,19.62010241,273.049473,83.143,10.5,1296,0.0254,0.304,1.424,203.8,82,53.63758214,19.1,91.13603212,2.54
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.06,2748,165,Europe and Central Asia,C054,6.1,9.5,9.761558021,40283000,19.89193258,274.7089819,83.398,10.7,1359.3,0.0269,0.326,0.998,198,80,53.63758214,18,91.13603212,2.5
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.059,2742,162,Europe and Central Asia,C054,6.2,9.6,9.853163498,40857000,19.75936134,276.2630802,83.652,10.4,1171.3,0.0354,0.345,1.231,175.1,77,53.63758214,18,91.41516637,2.46
2005,CRPA,Pseudomonas aeruginosa,Carbapenems,0.387,698,270,Europe and Central Asia,C018,11.1,15.3,8.578256224,15938000,39.16567147,85.23905353,74.452,19.9,704,0.114,0.0733,0.967,94.4,43,53.63758214,36.2,91.22699986,4.78
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.476,815,388,Europe and Central Asia,C018,11.1,15.3,8.270948848,17284000,38.39144664,85.49543832,74.827,19.1,675.6,0.102,0.0855,0.991,87.3,44,53.63758214,38.7,92.22699986,4.87
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.467,798,373,Europe and Central Asia,C018,11.6,16,8.406502776,17284000,36.66234114,85.71352211,75.199,21.2,628.8,0.0849,0.0344,0.946,82.1,46,53.63758214,41.8,91.70088066,4.88
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.487,916,446,Europe and Central Asia,C018,11.7,16.1,8.841232892,17284000,34.66430663,85.94135764,75.568,21.5,525.9,0.0614,0.0352,0.698,77.7,47,53.63758214,40.8,91.70088066,4.84
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.44,1095,482,Europe and Central Asia,C018,11.7,16,9.417196799,17284000,31.67172018,86.16770365,75.932,18.8,873.1,0.138,0.0791,0.884,105.5,38,53.63758214,43.9,91.70088066,4.93
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.431,999,431,Europe and Central Asia,C018,12.4,16.6,9.598873335,17284000,31.07613162,86.27882855,76.292,18.4,682.2,0.137,0.118,1.276,93.5,35,53.63758214,38.8,91.70088066,4.48
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.54,900,486,Europe and Central Asia,C018,11,15.3,9.178018446,17284000,34.11079454,86.1512723,76.649,19,642.1,0.0735,0.0579,0.883,83.8,34,53.63758214,39.9,91.70088066,4.47
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.477,907,433,Europe and Central Asia,C018,11.7,16.2,8.890834009,17284000,36.25056175,85.68666408,77.004,17.9,731.6,0.104,0.0415,0.614,91.8,36,53.63758214,33.5,94.55802351,4.45
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.493,877,432,Europe and Central Asia,C018,11.8,16.2,8.408514515,20112000,37.78532993,85.06757952,77.355,15.2,656.4,0.113,0.0908,0.841,90,40,53.63758214,34.9,94.55802351,4.24
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.429,699,300,Europe and Central Asia,C018,12,16.2,7.866571646,24272000,41.8206349,84.50281614,77.702,16.1,842.6,0.117,0.0575,0.887,107.8,43,53.63758214,41.9,94.70088066,4.24
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.404,675,273,Europe and Central Asia,C018,11.4,15.8,8.191931841,26114000,40.72160096,83.94788984,78.046,15.6,705.8,0.125,0.09,1.132,89.1,46,53.63758214,44.2,94.70088066,4.25
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.421,699,294,Europe and Central Asia,C018,11.9,16.4,8.442653148,28071000,48.34596476,83.5994647,78.387,15.4,627.2,0.104,0.0584,1.217,84.4,44,53.63758214,42.2,94.70088066,4.2
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.393,821,323,Europe and Central Asia,C018,11.4,16,8.124949308,30161000,47.65895553,83.43428239,78.724,15.5,663,0.0839,0.0311,1.292,87.7,48,53.63758214,42.6,94.70088066,4.21
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.375,856,321,Europe and Central Asia,C018,12.5,16.7,8.113981064,33072000,47.70194219,83.26518231,79.058,15.6,698.2,0.119,0.0714,1.081,94.6,45,53.63758214,45.9,94.70088066,4.2
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.489,141,69,Europe and Central Asia,C018,12.2,16.6,7.989848122,34005000,51.10736456,83.17751746,79.388,15.7,822.1,0.104,0.0428,1.32,99.6,48,53.63758214,45.9,94.70088066,4.2
2020,CRPA,Pseudomonas aeruginosa,Carbapenems,0.357,378,135,Europe and Central Asia,C018,12,16.5,9.33594401,7406000,45.87668176,82.99921645,79.715,14.7,629.9,0.0803,0.0253,1.284,80.6,50,53.63758214,45.9,94.70088066,4.2
2021,CRPA,Pseudomonas aeruginosa,Carbapenems,0.333,576,192,Europe and Central Asia,C018,12.3,16.6,13.87323339,73507388.11,19.42692398,82.53915915,80.0401525,16,676.4,0.147,0.0688,1.494,88.6,49,53.63758214,45.9,96.10116757,4.185138595
2022,CRPA,Pseudomonas aeruginosa,Carbapenems,0.487,887,432,Europe and Central Asia,C018,11.8,16.3,23.1851098,234289164.3,40.24044967,81.62527416,80.36445751,16.7,531.1,0.0792,0.0513,0.996,76.1,52,53.63758214,45.9,96.43206573,4.145415784
2005,CRPA,Pseudomonas aeruginosa,Carbapenems,0.236,72,17,Europe and Central Asia,C009,6.6,11.2,6.837653125,45762000,15.01112705,77.01638553,54.315,23.3,1232.7,0.0964,0.197,0.662,153.5,34,53.63758214,21.6,95.14943718,5.45
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.247,170,42,Europe and Central Asia,C009,7.4,12,6.910502798,47733000,15.34054674,77.03450432,54.483,24.6,971.9,0.0741,0.206,0.72,140.5,34,53.63758214,21.5,95.14943718,5.62
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.265,189,50,Europe and Central Asia,C009,8.1,12.8,7.398467772,52271000,13.5682326,77.01767207,54.651,20,1063.6,0.0754,0.101,0.79,144.3,41,53.63758214,22.3,96.42857143,5.65
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.3,220,66,Europe and Central Asia,C009,8.2,12.7,7.647478265,51336000,16.16957061,77.00852334,54.819,20.7,1121.7,0.107,0.144,0.593,154.1,44,53.63758214,23.3,96.85714286,5.63
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.286,210,60,Europe and Central Asia,C009,7.3,11.7,7.974504064,49006000,16.59097885,76.75339504,55.155,21,1405.8,0.15,0.275,0.535,175.3,41,53.63758214,23.5,97.28571429,5.78
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.296,226,67,Europe and Central Asia,C009,7.9,12.6,7.645371845,49969000,18.02869382,76.48884997,55.322,24.1,799.6,0.0386,0.133,0.086,124.3,40,53.63758214,22.9,96.71428571,5.84
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.292,195,57,Europe and Central Asia,C009,8.1,12.8,7.661681882,47185000,17.34779499,76.25541419,55.506,20.4,1037.8,0.0854,0.0661,0.376,144.1,46,53.63758214,22.4,96.42857143,5.89
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.253,241,61,Europe and Central Asia,C009,7.9,12.4,6.415706536,48345000,14.94449386,76.04333143,55.706,19.3,1315.7,0.127,0.275,0.685,162.1,48,53.63758214,22.4,96.28571429,5.86
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.353,232,82,Europe and Central Asia,C009,8.6,13.1,6.597061324,51168000,15.95567368,75.73420413,55.923,18,1484.2,0.155,0.326,0.704,176.2,48,53.63758214,22.5,95.57142857,5.91
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.385,257,99,Europe and Central Asia,C009,8.3,13,6.655693661,55858000,16.88346831,75.11264384,56.155,20.2,1114.9,0.079,0.201,0.718,141.2,51,53.63758214,22.5,94.71428571,5.56
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.423,260,110,Europe and Central Asia,C009,8.1,12.7,6.699235238,57587000,17.14746297,74.58989708,56.403,19.3,1226.6,0.108,0.234,1.01,160.9,49,53.63758214,22.3,93.71428571,5.49
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.307,238,73,Europe and Central Asia,C009,7.8,12.6,6.609822047,59238000,17.14684515,73.69971768,56.667,18.6,1064.5,0.0965,0.126,1.351,140,49,53.63758214,22.5,92.85714286,5.54
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.276,199,55,Europe and Central Asia,C009,8.7,13.4,6.721258625,57668000,17.54514057,73.04415338,56.947,19.4,1101,0.101,0.244,1.108,155.7,48,53.63758214,22.7,94.28571429,5.54
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.262,183,48,Europe and Central Asia,C009,8.8,13.5,6.568211849,60021000,18.4482875,72.64050104,57.242,16.1,1302.1,0.121,0.114,1.304,160.6,47,53.63758214,22.9,94.42857143,5.54
2020,CRPA,Pseudomonas aeruginosa,Carbapenems,0.303,165,50,Europe and Central Asia,C009,8.3,13,7.5074392,21608000,18.11797058,72.33166548,57.553,15.3,1127,0.0959,0.111,1.728,148.7,47,53.63758214,23.1,93.14285714,5.54
2021,CRPA,Pseudomonas aeruginosa,Carbapenems,0.313,214,67,Europe and Central Asia,C009,7.8,12.5,11.01399717,105385910.2,14.72150123,71.96503689,57.8811308,15.6,1069.4,0.0991,0.155,1.898,137.9,47,53.63758214,23.3,95.29879585,5.53510163
2022,CRPA,Pseudomonas aeruginosa,Carbapenems,0.35,263,92,Europe and Central Asia,C009,8.7,13.5,18.44464325,365649730.7,6.520564087,71.38352008,58.22739239,16.6,869.3,0.0828,0.0951,1.383,141.5,50,53.63758214,23.5,95.3434535,5.525304889
2005,CRPA,Pseudomonas aeruginosa,Carbapenems,0.183,496,91,Europe and Central Asia,C019,5.4,10.2,7.976222917,36173000,29.84217044,112.5662872,66.365,23.3,703.7,0.0152,0.042,0.213,141.4,50,53.63758214,19.8,97.14943718,7.91
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.161,533,86,Europe and Central Asia,C019,5.8,10.8,7.774542173,38318000,29.64626655,112.3911394,66.895,24.6,593,0.0095,0.047,0.254,127.1,52,53.63758214,17.9,97.14943718,7.98
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.185,507,94,Europe and Central Asia,C019,7.1,11.9,7.195594749,39379000,32.21142465,112.2171633,67.421,18.1,641.8,0.00752,0.0114,1.08,136.4,53,53.63758214,16.3,97.14943718,7.19
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.259,494,128,Europe and Central Asia,C019,7.1,11.9,7.083306466,39554000,32.25332163,112.0208459,67.943,19.1,622.1,0.00788,0.0145,0.881,135.6,51,53.63758214,16,97.14943718,7.11
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.266,516,137,Europe and Central Asia,C019,6.8,11.7,7.216148723,40624000,32.01831692,110.7108141,68.46,20.6,647.3,0.0115,0.0209,0.771,143.8,51,53.63758214,16.1,97.14943718,7.14
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.249,635,158,Europe and Central Asia,C019,6,10.7,7.438326423,39904000,33.37442912,110.4608748,68.911,20.6,898,0.0332,0.0529,1.584,165.6,47,53.63758214,16,97.14943718,7.18
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.212,604,128,Europe and Central Asia,C019,6,11.2,7.470823674,41304000,33.78292868,110.1483155,69.358,23.5,443.4,0.00605,0.0632,0.394,103.6,46,53.63758214,15.7,97.14943718,7.19
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.275,619,170,Europe and Central Asia,C019,6.5,11.6,7.402005678,43565000,35.15967264,109.5809345,69.678,20.2,524.9,0.00633,0.0101,1.235,124.2,55,53.63758214,14.9,97.14943718,7
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.302,668,202,Europe and Central Asia,C019,6.7,11.5,7.222938697,43611000,33.79019411,109.2795979,69.953,19.2,619.4,0.0156,0.057,1.317,139.6,54,53.63758214,15.3,97.14943718,7.04
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.335,744,249,Europe and Central Asia,C019,7.5,12.4,7.03888541,45984000,33.27833621,108.1138286,70.227,18.2,727.8,0.0227,0.0469,1.06,139,54,53.63758214,16.3,97.14943718,6.98
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.358,770,276,Europe and Central Asia,C019,7.1,12.1,6.845299326,48345000,32.21471894,107.8569801,70.5,19,574.3,0.00911,0.0487,0.904,124.5,51,53.63758214,17.4,97.14943718,6.99
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.333,739,246,Europe and Central Asia,C019,6.7,11.6,6.976072383,52890000,32.28891876,107.5391519,70.779,17.1,744.2,0.0158,0.0507,1.561,143.6,48,53.63758214,15.9,97.14943718,7
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.366,733,268,Europe and Central Asia,C019,6.5,11.6,6.732726237,54962000,31.5602077,107.253627,71.062,18.9,623.6,0.011,0.0269,0.642,134.8,45,53.63758214,16.2,97.14943718,7.02
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.373,807,301,Europe and Central Asia,C019,7.3,12.4,6.574282676,57667000,30.79599878,107.1177296,71.351,18.3,593.8,0.0106,0.0476,1.905,137.1,46,53.63758214,16.4,97.14943718,7.01
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.332,883,293,Europe and Central Asia,C019,7.4,12.6,6.090805276,61397000,31.69131191,107.0692636,71.644,14.7,618.9,0.00982,0.00891,1.381,136.8,44,53.63758214,16.4,97.14943718,7.01
2020,CRPA,Pseudomonas aeruginosa,Carbapenems,0.338,779,263,Europe and Central Asia,C019,7.1,12,7.04628404,31641000,28.89746979,106.8392395,71.942,13.6,646,0.0125,0.0142,1.307,135.4,44,53.63758214,16.4,97.14943718,7.01
2021,CRPA,Pseudomonas aeruginosa,Carbapenems,0.343,1226,421,Europe and Central Asia,C019,6.3,11.3,11.34693161,68006134.87,16.66933062,106.1475583,72.24625983,14.4,558.3,0.00742,0.0239,1.655,134.9,43,53.63758214,16.4,97.15896099,6.995536034
2022,CRPA,Pseudomonas aeruginosa,Carbapenems,0.312,1016,317,Europe and Central Asia,C019,7.3,12.3,20.75673799,272055404.6,10.34178291,104.7252304,72.5577795,14,505.2,0.00986,0.00802,1.04,121.8,42,53.63758214,16.4,97.16044522,6.956608101
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.55,66,36,South Asia,C021,18.9,24.8,3.547271024,5168000,73.37130063,411.5580101,30.587,51.1,1014.3,0.237,0.226,0.907,51.2,34,59.33857962,9.6,74.36228436,0.44
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.52,85,44,South Asia,C021,18.8,24.7,3.335892588,5776000,72.8231755,417.2668481,30.93,50.6,1273.4,0.309,0.323,1.147,60.3,33,59.33857962,10.2,76.36228436,0.47
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.41,83,34,South Asia,C021,18.3,24.2,3.246342764,6309000,70.25712556,422.9871589,31.276,53.9,1151.6,0.273,0.347,0.959,59.4,31,59.43491763,10.9,70.40759374,0.63
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.49,116,57,South Asia,C021,18.2,24.1,3.329352008,6578000,71.06796396,428.659862,31.634,52,1060,0.269,0.287,0.667,55,36,59.53460088,11.1,75.69330802,0.49
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.5,149,74,South Asia,C021,18.1,24,3.74944131,6968000,76.65864793,434.2581749,32.003,51.4,1253.8,0.275,0.355,0.687,61.4,36,59.63734533,11.8,68.57142857,0.49
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.47,79,37,South Asia,C021,18.2,24.1,3.619565875,13107000,75.58837071,439.6780929,32.384,50.9,1073.8,0.235,0.238,1.66,54.1,38,59.7434301,12.7,71.71428571,0.52
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.43,949,408,South Asia,C021,18.4,24.2,3.5956592,13284000,73.64810446,444.931708,32.777,50.6,1124.8,0.248,0.229,0.419,56.4,38,61.83639136,13.3,78.28571429,0.58
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.41,100,41,South Asia,C021,18.7,24.6,3.504304176,14570000,72.51978927,450.2357199,33.182,53.6,1113.5,0.261,0.296,1.411,55.5,40,63.9222864,13.7,85,0.48
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.3,496,149,South Asia,C021,18.6,24.5,2.935976047,15543000,66.46324199,455.468934,33.6,54.5,1161,0.264,0.269,1.694,58.8,40,66.00089544,14,88.28571429,0.53
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.092,119,11,Europe and Central Asia,C022,6.9,10.3,7.633838858,8001000,22.17467207,62.03499782,60.738,8.9,1223.8,0.0383,0.436,1.621,215.4,74,53.63758214,21.3,79.96127067,5.26
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.088,160,14,Europe and Central Asia,C022,7,10.4,7.91256031,8332000,20.76661059,63.85457976,60.94,9.4,1106.6,0.0331,0.448,0.935,209.1,75,53.63758214,22.4,80.81841352,5.1
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.063,175,11,Europe and Central Asia,C022,6.5,9.8,9.190703569,8026000,20.67852336,65.16974888,61.141,9.3,1359.8,0.0396,0.543,1.155,242.6,77,53.63758214,21.7,81.67555638,4.85
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.085,224,19,Europe and Central Asia,C022,6.5,9.8,10.5553586,7189000,22.92829335,65.83502685,61.342,9.1,1396.1,0.0466,0.598,0.881,230.4,80,53.63758214,20.9,81.53269924,2.83
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.065,216,14,Europe and Central Asia,C022,5.3,8.8,10.54939343,7134000,23.82224481,66.19473073,61.542,9.4,1059,0.025,0.355,2.712,193,80,53.63758214,20.2,75.95469063,2.73
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.061,180,11,Europe and Central Asia,C022,6.6,9.9,10.65152077,7630000,28.10568561,66.484018,61.742,9.2,1176.9,0.0312,0.446,0.91,234,75,53.63758214,22.9,85.24040492,2.62
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.113,213,24,Europe and Central Asia,C022,6.4,9.6,10.64534977,7550000,28.25456969,66.76633764,61.942,8.2,1220.4,0.0313,0.468,1.293,237.1,69,53.63758214,23.2,85.38326206,2.54
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.093,204,19,Europe and Central Asia,C022,6.3,9.6,10.33744963,8260000,29.40829552,67.11882712,62.141,9.1,1135.2,0.0271,0.407,1.263,218.9,72,53.63758214,24,90.66897634,2.56
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.085,177,15,Europe and Central Asia,C022,6.9,10.2,9.578874434,8813000,28.99466813,67.61126433,62.34,8.4,1361.7,0.0348,0.539,1.175,238.3,74,53.63758214,25.2,90.5261192,2.57
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.092,195,18,Europe and Central Asia,C022,6.1,9.6,7.3506751,9528000,27.99103231,68.25311366,62.538,7.8,1377.2,0.043,0.494,1.94,236.3,75,53.63758214,26.6,90.5261192,2.92
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.062,243,15,Europe and Central Asia,C022,6.5,9.9,7.487237421,10100000,27.27870871,69.0279431,62.737,7.9,1134.6,0.0241,0.496,1.672,217.9,73,53.63758214,26.2,81.95469063,2.96
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.09,288,26,Europe and Central Asia,C022,6.8,10.1,7.160484674,10338000,27.02087662,69.78353898,62.947,7.2,1183.9,0.0288,0.386,1.572,236.5,74,53.63758214,25.2,79.38326206,2.97
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.066,273,18,Europe and Central Asia,C022,6.4,9.8,6.920121579,10926000,25.87392573,70.65344753,63.17,7.8,1222.6,0.0275,0.431,2.406,220.8,73,53.63758214,25.2,78.81183349,2.97
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.065,275,18,Europe and Central Asia,C022,6.6,10,6.539471101,10951000,25.37178569,71.62636087,63.405,8.6,1302.2,0.0359,0.498,1.626,242,74,53.63758214,25.61111111,78.5261192,2.97
2020,CRPA,Pseudomonas aeruginosa,Carbapenems,0.073,261,19,Europe and Central Asia,C022,6.6,9.9,7.086828808,10951000,21.17391467,72.36728117,63.653,7.9,1366.2,0.044,0.575,1.857,244.1,72,53.63758214,26.02222222,78.81183349,2.97
2021,CRPA,Pseudomonas aeruginosa,Carbapenems,0.082,280,23,Europe and Central Asia,C022,6.7,10.1,9.738068356,11573481.14,8.557569479,72.52638606,63.91511861,8.1,1160.4,0.0304,0.474,2.644,215.9,74,53.63758214,26.43333333,82.30503491,2.967189437
2022,CRPA,Pseudomonas aeruginosa,Carbapenems,0.086,302,26,Europe and Central Asia,C022,7,10.5,15.56148531,13356443.43,16.81779171,71.76867772,64.19235582,8.1,1157.4,0.0347,0.43,2.147,211.7,77,53.63758214,26.84444444,82.28155934,2.961568312
2006,CRPA,Pseudomonas aeruginosa,Carbapenems,0.213,183,39,Europe and Central Asia,C023,10.6,14.6,8.448864465,66353000,22.24953434,196.6196816,67.856,22.2,663.3,0.107,0.161,1.159,113.9,49,53.63758214,24.7,92.369857,3.99
2007,CRPA,Pseudomonas aeruginosa,Carbapenems,0.266,184,49,Europe and Central Asia,C023,10.8,14.8,8.16504502,70271000,22.51246337,197.6149913,67.974,21.4,709.4,0.111,0.113,1.345,116,52,53.63758214,25.5,92.94128557,3.91
2008,CRPA,Pseudomonas aeruginosa,Carbapenems,0.329,161,53,Europe and Central Asia,C023,10.9,14.7,8.558115798,70719000,22.32471268,198.9284758,68.092,19.9,833.4,0.15,0.144,0.836,122.8,48,53.63758214,25.6,92.51271414,3.79
2009,CRPA,Pseudomonas aeruginosa,Carbapenems,0.309,188,58,Europe and Central Asia,C023,11,14.7,8.965909493,71692000,21.69487924,199.8368885,68.209,19.6,854.6,0.147,0.204,0.804,128.8,43,53.63758214,25.7,92.51271414,3.69
2010,CRPA,Pseudomonas aeruginosa,Carbapenems,0.22,509,112,Europe and Central Asia,C023,10.6,14.3,8.929617332,73225000,21.54640754,200.4525156,68.327,18.8,906.5,0.2,0.293,0.104,141.2,39,53.63758214,24.7,92.51271414,3.64
2011,CRPA,Pseudomonas aeruginosa,Carbapenems,0.206,316,65,Europe and Central Asia,C023,10.8,14.9,8.776312534,75866000,22.98705967,200.797547,68.444,20.8,690.4,0.137,0.238,0.559,113,39,53.63758214,24.9,92.51271414,3.52
2012,CRPA,Pseudomonas aeruginosa,Carbapenems,0.251,682,171,Europe and Central Asia,C023,10.8,14.9,8.805047061,76293000,24.1231882,201.3395093,68.684,18.9,693,0.146,0.145,0.705,117.8,42,53.63758214,23.8,92.65557129,3.42
2013,CRPA,Pseudomonas aeruginosa,Carbapenems,0.259,788,204,Europe and Central Asia,C023,10.7,14.6,8.856115944,76762000,24.24148213,203.6871208,68.979,17.4,790.3,0.174,0.261,0.568,131,43,53.63758214,24.6,92.41516637,3.31
2014,CRPA,Pseudomonas aeruginosa,Carbapenems,0.251,753,189,Europe and Central Asia,C023,11.3,15.2,8.868862715,77694000,24.57506739,205.5645581,69.272,15.7,852.6,0.221,0.364,1.357,137.4,43,53.63758214,24.9,91.27230923,3.21
2015,CRPA,Pseudomonas aeruginosa,Carbapenems,0.23,1082,249,Europe and Central Asia,C023,11.1,15.1,8.847417835,81068000,25.56458158,205.3665384,69.565,18.4,682.8,0.12,0.174,0.449,115.7,44,53.63758214,24.8,89.98659494,3.2
2016,CRPA,Pseudomonas aeruginosa,Carbapenems,0.235,1206,283,Europe and Central Asia,C023,11.1,15,8.719857291,84925000,25.59896731,205.0179495,69.855,16.2,712.2,0.143,0.153,1.04,123.1,47,53.63758214,24.2,90.27230923,3.17
2017,CRPA,Pseudomonas aeruginosa,Carbapenems,0.199,1434,285,Europe and Central Asia,C023,10.8,14.8,8.670186961,89931000,26.26462371,204.7109374,70.144,17.3,618.3,0.1,0.105,1.264,107.9,50,53.63758214,24,92.27230923,3.18
2018,CRPA,Pseudomonas aeruginosa,Carbapenems,0.158,3014,476,Europe and Central Asia,C023,11.5,15.4,8.6729469,93228601.56,26.13889069,204.3222259,70.438,15.7,699.7,0.17,0.198,0.783,127.2,52,53.63758214,24.1,92.98659494,3.14
2019,CRPA,Pseudomonas aeruginosa,Carbapenems,0.137,3794,520,Europe and Central Asia,C023,11.3,15.3,8.375004891,95399000,26.25528058,201.9805456,70.736,15,824.1,0.168,0.176,1.201,126.1,53,53.63758214,24.54736842,93.41516637,3.14
